cmac_gs1_g1.t1 cmac_gs1_g1
cmac_gs1_g14476.t1 cmac_gs1_g14476
cmac_gs1_g14477.t1 cmac_gs1_g14477
cmac_gs1_g14478.t1 cmac_gs1_g14478
cmac_gs1_g14479.t1 cmac_gs1_g14479
cmac_gs1_g14480.t1 cmac_gs1_g14480
cmac_gs1_g14481.t1 cmac_gs1_g14481
cmac_gs1_g14482.t1 cmac_gs1_g14482
cmac_gs1_g14483.t1 cmac_gs1_g14483
cmac_gs1_g14484.t1 cmac_gs1_g14484
cmac_gs1_g14485.t1 cmac_gs1_g14485
cmac_gs1_g14486.t1 cmac_gs1_g14486
cmac_gs1_g14487.t1 cmac_gs1_g14487
cmac_gs1_g14488.t1 cmac_gs1_g14488
cmac_gs1_g14489.t1 cmac_gs1_g14489
cmac_gs1_g14490.t1 cmac_gs1_g14490
cmac_gs1_g14491.t1 cmac_gs1_g14491
cmac_gs1_g14492.t1 cmac_gs1_g14492
cmac_gs1_g14493.t1 cmac_gs1_g14493
cmac_gs1_g14494.t1 cmac_gs1_g14494
cmac_gs1_g14495.t1 cmac_gs1_g14495
cmac_gs1_g14496.t1 cmac_gs1_g14496
cmac_gs1_g14497.t1 cmac_gs1_g14497
cmac_gs1_g14498.t1 cmac_gs1_g14498
cmac_gs1_g14499.t1 cmac_gs1_g14499
cmac_gs1_g14500.t1 cmac_gs1_g14500
cmac_gs1_g14501.t1 cmac_gs1_g14501
cmac_gs1_g14502.t1 cmac_gs1_g14502
cmac_gs1_g14503.t2 cmac_gs1_g14503
cmac_gs1_g14503.t1 cmac_gs1_g14503
cmac_gs1_g14504.t1 cmac_gs1_g14504
cmac_gs1_g14505.t2 cmac_gs1_g14505
cmac_gs1_g14505.t1 cmac_gs1_g14505
cmac_gs1_g14506.t1 cmac_gs1_g14506
cmac_gs1_g14507.t1 cmac_gs1_g14507
cmac_gs1_g14508.t2 cmac_gs1_g14508
cmac_gs1_g14508.t1 cmac_gs1_g14508
cmac_gs1_g14509.t1 cmac_gs1_g14509
cmac_gs1_g14510.t1 cmac_gs1_g14510
cmac_gs1_g14511.t1 cmac_gs1_g14511
cmac_gs1_g14511.t2 cmac_gs1_g14511
cmac_gs1_g14512.t1 cmac_gs1_g14512
cmac_gs1_g14513.t1 cmac_gs1_g14513
cmac_gs1_g14514.t1 cmac_gs1_g14514
cmac_gs1_g14515.t1 cmac_gs1_g14515
cmac_gs1_g14516.t1 cmac_gs1_g14516
cmac_gs1_g14517.t1 cmac_gs1_g14517
cmac_gs1_g14518.t1 cmac_gs1_g14518
cmac_gs1_g14519.t1 cmac_gs1_g14519
cmac_gs1_g14520.t1 cmac_gs1_g14520
cmac_gs1_g14521.t1 cmac_gs1_g14521
cmac_gs1_g14522.t1 cmac_gs1_g14522
cmac_gs1_g14523.t1 cmac_gs1_g14523
cmac_gs1_g14524.t1 cmac_gs1_g14524
cmac_gs1_g14525.t1 cmac_gs1_g14525
cmac_gs1_g14526.t2 cmac_gs1_g14526
cmac_gs1_g14526.t1 cmac_gs1_g14526
cmac_gs1_g14527.t1 cmac_gs1_g14527
cmac_gs1_g14528.t1 cmac_gs1_g14528
cmac_gs1_g14529.t1 cmac_gs1_g14529
cmac_gs1_g14530.t1 cmac_gs1_g14530
cmac_gs1_g14531.t1 cmac_gs1_g14531
cmac_gs1_g14532.t1 cmac_gs1_g14532
cmac_gs1_g14533.t1 cmac_gs1_g14533
cmac_gs1_g14534.t1 cmac_gs1_g14534
cmac_gs1_g14535.t1 cmac_gs1_g14535
cmac_gs1_g14536.t1 cmac_gs1_g14536
cmac_gs1_g14537.t1 cmac_gs1_g14537
cmac_gs1_g14538.t1 cmac_gs1_g14538
cmac_gs1_g14539.t1 cmac_gs1_g14539
cmac_gs1_g14540.t1 cmac_gs1_g14540
cmac_gs1_g14541.t1 cmac_gs1_g14541
cmac_gs1_g14542.t1 cmac_gs1_g14542
cmac_gs1_g14543.t1 cmac_gs1_g14543
cmac_gs1_g14544.t1 cmac_gs1_g14544
cmac_gs1_g14545.t1 cmac_gs1_g14545
cmac_gs1_g14546.t1 cmac_gs1_g14546
cmac_gs1_g14547.t1 cmac_gs1_g14547
cmac_gs1_g14548.t1 cmac_gs1_g14548
cmac_gs1_g14549.t1 cmac_gs1_g14549
cmac_gs1_g14550.t1 cmac_gs1_g14550
cmac_gs1_g14551.t1 cmac_gs1_g14551
cmac_gs1_g14552.t1 cmac_gs1_g14552
cmac_gs1_g14553.t1 cmac_gs1_g14553
cmac_gs1_g14554.t1 cmac_gs1_g14554
cmac_gs1_g14555.t1 cmac_gs1_g14555
cmac_gs1_g14556.t1 cmac_gs1_g14556
cmac_gs1_g14557.t1 cmac_gs1_g14557
cmac_gs1_g14558.t2 cmac_gs1_g14558
cmac_gs1_g14558.t1 cmac_gs1_g14558
cmac_gs1_g14559.t1 cmac_gs1_g14559
cmac_gs1_g14560.t1 cmac_gs1_g14560
cmac_gs1_g14561.t1 cmac_gs1_g14561
cmac_gs1_g14562.t1 cmac_gs1_g14562
cmac_gs1_g14563.t1 cmac_gs1_g14563
cmac_gs1_g14564.t1 cmac_gs1_g14564
cmac_gs1_g14565.t1 cmac_gs1_g14565
cmac_gs1_g14566.t1 cmac_gs1_g14566
cmac_gs1_g14567.t1 cmac_gs1_g14567
cmac_gs1_g14568.t1 cmac_gs1_g14568
cmac_gs1_g14569.t1 cmac_gs1_g14569
cmac_gs1_g14570.t1 cmac_gs1_g14570
cmac_gs1_g14571.t1 cmac_gs1_g14571
cmac_gs1_g14572.t1 cmac_gs1_g14572
cmac_gs1_g14572.t2 cmac_gs1_g14572
cmac_gs1_g14573.t1 cmac_gs1_g14573
cmac_gs1_g14574.t1 cmac_gs1_g14574
cmac_gs1_g14575.t1 cmac_gs1_g14575
cmac_gs1_g14576.t1 cmac_gs1_g14576
cmac_gs1_g14577.t1 cmac_gs1_g14577
cmac_gs1_g14578.t2 cmac_gs1_g14578
cmac_gs1_g14578.t1 cmac_gs1_g14578
cmac_gs1_g14579.t1 cmac_gs1_g14579
cmac_gs1_g14580.t1 cmac_gs1_g14580
cmac_gs1_g14581.t1 cmac_gs1_g14581
cmac_gs1_g14582.t1 cmac_gs1_g14582
cmac_gs1_g14583.t1 cmac_gs1_g14583
cmac_gs1_g14584.t1 cmac_gs1_g14584
cmac_gs1_g14585.t1 cmac_gs1_g14585
cmac_gs1_g14586.t1 cmac_gs1_g14586
cmac_gs1_g14587.t1 cmac_gs1_g14587
cmac_gs1_g14588.t1 cmac_gs1_g14588
cmac_gs1_g14589.t1 cmac_gs1_g14589
cmac_gs1_g14590.t1 cmac_gs1_g14590
cmac_gs1_g14591.t1 cmac_gs1_g14591
cmac_gs1_g14592.t1 cmac_gs1_g14592
cmac_gs1_g14593.t1 cmac_gs1_g14593
cmac_gs1_g14594.t1 cmac_gs1_g14594
cmac_gs1_g14595.t1 cmac_gs1_g14595
cmac_gs1_g14596.t1 cmac_gs1_g14596
cmac_gs1_g14597.t1 cmac_gs1_g14597
cmac_gs1_g14598.t1 cmac_gs1_g14598
cmac_gs1_g14599.t1 cmac_gs1_g14599
cmac_gs1_g14600.t1 cmac_gs1_g14600
cmac_gs1_g14601.t1 cmac_gs1_g14601
cmac_gs1_g14602.t1 cmac_gs1_g14602
cmac_gs1_g14603.t1 cmac_gs1_g14603
cmac_gs1_g14604.t1 cmac_gs1_g14604
cmac_gs1_g14605.t1 cmac_gs1_g14605
cmac_gs1_g14606.t1 cmac_gs1_g14606
cmac_gs1_g14607.t1 cmac_gs1_g14607
cmac_gs1_g14608.t1 cmac_gs1_g14608
cmac_gs1_g14609.t1 cmac_gs1_g14609
cmac_gs1_g14610.t1 cmac_gs1_g14610
cmac_gs1_g14611.t1 cmac_gs1_g14611
cmac_gs1_g14612.t1 cmac_gs1_g14612
cmac_gs1_g14613.t1 cmac_gs1_g14613
cmac_gs1_g14614.t1 cmac_gs1_g14614
cmac_gs1_g14615.t1 cmac_gs1_g14615
cmac_gs1_g14616.t1 cmac_gs1_g14616
cmac_gs1_g14617.t1 cmac_gs1_g14617
cmac_gs1_g14618.t1 cmac_gs1_g14618
cmac_gs1_g14619.t1 cmac_gs1_g14619
cmac_gs1_g14620.t1 cmac_gs1_g14620
cmac_gs1_g14621.t1 cmac_gs1_g14621
cmac_gs1_g14622.t1 cmac_gs1_g14622
cmac_gs1_g14623.t1 cmac_gs1_g14623
cmac_gs1_g14624.t1 cmac_gs1_g14624
cmac_gs1_g14625.t1 cmac_gs1_g14625
cmac_gs1_g14626.t1 cmac_gs1_g14626
cmac_gs1_g14627.t1 cmac_gs1_g14627
cmac_gs1_g14628.t1 cmac_gs1_g14628
cmac_gs1_g14629.t1 cmac_gs1_g14629
cmac_gs1_g14630.t1 cmac_gs1_g14630
cmac_gs1_g14630.t2 cmac_gs1_g14630
cmac_gs1_g14630.t3 cmac_gs1_g14630
cmac_gs1_g14631.t1 cmac_gs1_g14631
cmac_gs1_g14632.t1 cmac_gs1_g14632
cmac_gs1_g14633.t1 cmac_gs1_g14633
cmac_gs1_g14634.t1 cmac_gs1_g14634
cmac_gs1_g14635.t1 cmac_gs1_g14635
cmac_gs1_g14636.t1 cmac_gs1_g14636
cmac_gs1_g14637.t1 cmac_gs1_g14637
cmac_gs1_g14638.t1 cmac_gs1_g14638
cmac_gs1_g14639.t1 cmac_gs1_g14639
cmac_gs1_g14640.t1 cmac_gs1_g14640
cmac_gs1_g14641.t1 cmac_gs1_g14641
cmac_gs1_g14642.t1 cmac_gs1_g14642
cmac_gs1_g14643.t1 cmac_gs1_g14643
cmac_gs1_g14644.t1 cmac_gs1_g14644
cmac_gs1_g14645.t1 cmac_gs1_g14645
cmac_gs1_g14646.t1 cmac_gs1_g14646
cmac_gs1_g14647.t1 cmac_gs1_g14647
cmac_gs1_g14648.t1 cmac_gs1_g14648
cmac_gs1_g14648.t2 cmac_gs1_g14648
cmac_gs1_g14648.t3 cmac_gs1_g14648
cmac_gs1_g14649.t1 cmac_gs1_g14649
cmac_gs1_g14650.t1 cmac_gs1_g14650
cmac_gs1_g14651.t1 cmac_gs1_g14651
cmac_gs1_g14652.t1 cmac_gs1_g14652
cmac_gs1_g14653.t1 cmac_gs1_g14653
cmac_gs1_g14654.t1 cmac_gs1_g14654
cmac_gs1_g14655.t1 cmac_gs1_g14655
cmac_gs1_g14655.t2 cmac_gs1_g14655
cmac_gs1_g14656.t1 cmac_gs1_g14656
cmac_gs1_g14657.t1 cmac_gs1_g14657
cmac_gs1_g14658.t1 cmac_gs1_g14658
cmac_gs1_g14658.t3 cmac_gs1_g14658
cmac_gs1_g14658.t2 cmac_gs1_g14658
cmac_gs1_g14659.t1 cmac_gs1_g14659
cmac_gs1_g14659.t2 cmac_gs1_g14659
cmac_gs1_g14660.t1 cmac_gs1_g14660
cmac_gs1_g14661.t1 cmac_gs1_g14661
cmac_gs1_g14662.t1 cmac_gs1_g14662
cmac_gs1_g14663.t1 cmac_gs1_g14663
cmac_gs1_g14664.t1 cmac_gs1_g14664
cmac_gs1_g14665.t1 cmac_gs1_g14665
cmac_gs1_g14666.t1 cmac_gs1_g14666
cmac_gs1_g14667.t1 cmac_gs1_g14667
cmac_gs1_g14668.t1 cmac_gs1_g14668
cmac_gs1_g14669.t1 cmac_gs1_g14669
cmac_gs1_g14670.t1 cmac_gs1_g14670
cmac_gs1_g14671.t1 cmac_gs1_g14671
cmac_gs1_g14672.t1 cmac_gs1_g14672
cmac_gs1_g14672.t2 cmac_gs1_g14672
cmac_gs1_g14673.t1 cmac_gs1_g14673
cmac_gs1_g14674.t1 cmac_gs1_g14674
cmac_gs1_g14675.t1 cmac_gs1_g14675
cmac_gs1_g14676.t1 cmac_gs1_g14676
cmac_gs1_g14677.t1 cmac_gs1_g14677
cmac_gs1_g14678.t1 cmac_gs1_g14678
cmac_gs1_g14679.t1 cmac_gs1_g14679
cmac_gs1_g14680.t1 cmac_gs1_g14680
cmac_gs1_g14681.t1 cmac_gs1_g14681
cmac_gs1_g14682.t1 cmac_gs1_g14682
cmac_gs1_g14683.t1 cmac_gs1_g14683
cmac_gs1_g14684.t1 cmac_gs1_g14684
cmac_gs1_g14685.t1 cmac_gs1_g14685
cmac_gs1_g14685.t2 cmac_gs1_g14685
cmac_gs1_g14686.t1 cmac_gs1_g14686
cmac_gs1_g14686.t3 cmac_gs1_g14686
cmac_gs1_g14686.t2 cmac_gs1_g14686
cmac_gs1_g14687.t2 cmac_gs1_g14687
cmac_gs1_g14687.t1 cmac_gs1_g14687
cmac_gs1_g14688.t1 cmac_gs1_g14688
cmac_gs1_g14689.t1 cmac_gs1_g14689
cmac_gs1_g14690.t1 cmac_gs1_g14690
cmac_gs1_g14691.t1 cmac_gs1_g14691
cmac_gs1_g14692.t1 cmac_gs1_g14692
cmac_gs1_g14693.t1 cmac_gs1_g14693
cmac_gs1_g14694.t1 cmac_gs1_g14694
cmac_gs1_g14695.t1 cmac_gs1_g14695
cmac_gs1_g14696.t1 cmac_gs1_g14696
cmac_gs1_g14697.t1 cmac_gs1_g14697
cmac_gs1_g14698.t1 cmac_gs1_g14698
cmac_gs1_g14699.t1 cmac_gs1_g14699
cmac_gs1_g14700.t1 cmac_gs1_g14700
cmac_gs1_g14701.t1 cmac_gs1_g14701
cmac_gs1_g14702.t1 cmac_gs1_g14702
cmac_gs1_g14702.t2 cmac_gs1_g14702
cmac_gs1_g14703.t1 cmac_gs1_g14703
cmac_gs1_g14704.t1 cmac_gs1_g14704
cmac_gs1_g14705.t1 cmac_gs1_g14705
cmac_gs1_g14706.t1 cmac_gs1_g14706
cmac_gs1_g14707.t1 cmac_gs1_g14707
cmac_gs1_g14708.t1 cmac_gs1_g14708
cmac_gs1_g14709.t1 cmac_gs1_g14709
cmac_gs1_g14710.t1 cmac_gs1_g14710
cmac_gs1_g14711.t1 cmac_gs1_g14711
cmac_gs1_g14712.t1 cmac_gs1_g14712
cmac_gs1_g14713.t1 cmac_gs1_g14713
cmac_gs1_g14714.t1 cmac_gs1_g14714
cmac_gs1_g14715.t1 cmac_gs1_g14715
cmac_gs1_g14716.t1 cmac_gs1_g14716
cmac_gs1_g14717.t1 cmac_gs1_g14717
cmac_gs1_g14718.t1 cmac_gs1_g14718
cmac_gs1_g14719.t1 cmac_gs1_g14719
cmac_gs1_g14720.t1 cmac_gs1_g14720
cmac_gs1_g14721.t1 cmac_gs1_g14721
cmac_gs1_g14722.t1 cmac_gs1_g14722
cmac_gs1_g14723.t1 cmac_gs1_g14723
cmac_gs1_g14724.t1 cmac_gs1_g14724
cmac_gs1_g14725.t1 cmac_gs1_g14725
cmac_gs1_g14726.t1 cmac_gs1_g14726
cmac_gs1_g14727.t1 cmac_gs1_g14727
cmac_gs1_g14728.t1 cmac_gs1_g14728
cmac_gs1_g14729.t1 cmac_gs1_g14729
cmac_gs1_g14730.t1 cmac_gs1_g14730
cmac_gs1_g14731.t1 cmac_gs1_g14731
cmac_gs1_g14732.t1 cmac_gs1_g14732
cmac_gs1_g14733.t2 cmac_gs1_g14733
cmac_gs1_g14733.t1 cmac_gs1_g14733
cmac_gs1_g14734.t1 cmac_gs1_g14734
cmac_gs1_g14735.t1 cmac_gs1_g14735
cmac_gs1_g14736.t1 cmac_gs1_g14736
cmac_gs1_g14737.t1 cmac_gs1_g14737
cmac_gs1_g14738.t1 cmac_gs1_g14738
cmac_gs1_g14739.t1 cmac_gs1_g14739
cmac_gs1_g14739.t2 cmac_gs1_g14739
cmac_gs1_g14740.t1 cmac_gs1_g14740
cmac_gs1_g14741.t1 cmac_gs1_g14741
cmac_gs1_g14742.t1 cmac_gs1_g14742
cmac_gs1_g14742.t2 cmac_gs1_g14742
cmac_gs1_g14743.t1 cmac_gs1_g14743
cmac_gs1_g14744.t1 cmac_gs1_g14744
cmac_gs1_g14745.t2 cmac_gs1_g14745
cmac_gs1_g14745.t1 cmac_gs1_g14745
cmac_gs1_g14746.t1 cmac_gs1_g14746
cmac_gs1_g14747.t1 cmac_gs1_g14747
cmac_gs1_g14748.t1 cmac_gs1_g14748
cmac_gs1_g14749.t1 cmac_gs1_g14749
cmac_gs1_g14750.t1 cmac_gs1_g14750
cmac_gs1_g14751.t2 cmac_gs1_g14751
cmac_gs1_g14751.t1 cmac_gs1_g14751
cmac_gs1_g14752.t1 cmac_gs1_g14752
cmac_gs1_g14753.t1 cmac_gs1_g14753
cmac_gs1_g14754.t1 cmac_gs1_g14754
cmac_gs1_g14755.t1 cmac_gs1_g14755
cmac_gs1_g14756.t1 cmac_gs1_g14756
cmac_gs1_g14757.t1 cmac_gs1_g14757
cmac_gs1_g14758.t1 cmac_gs1_g14758
cmac_gs1_g14759.t1 cmac_gs1_g14759
cmac_gs1_g14760.t1 cmac_gs1_g14760
cmac_gs1_g14761.t1 cmac_gs1_g14761
cmac_gs1_g14762.t1 cmac_gs1_g14762
cmac_gs1_g14763.t1 cmac_gs1_g14763
cmac_gs1_g14764.t1 cmac_gs1_g14764
cmac_gs1_g14765.t1 cmac_gs1_g14765
cmac_gs1_g14765.t2 cmac_gs1_g14765
cmac_gs1_g14766.t1 cmac_gs1_g14766
cmac_gs1_g14767.t1 cmac_gs1_g14767
cmac_gs1_g14768.t1 cmac_gs1_g14768
cmac_gs1_g14769.t1 cmac_gs1_g14769
cmac_gs1_g14770.t1 cmac_gs1_g14770
cmac_gs1_g14771.t1 cmac_gs1_g14771
cmac_gs1_g14772.t1 cmac_gs1_g14772
cmac_gs1_g14773.t1 cmac_gs1_g14773
cmac_gs1_g14774.t1 cmac_gs1_g14774
cmac_gs1_g14775.t1 cmac_gs1_g14775
cmac_gs1_g14776.t1 cmac_gs1_g14776
cmac_gs1_g14777.t2 cmac_gs1_g14777
cmac_gs1_g14777.t1 cmac_gs1_g14777
cmac_gs1_g14777.t3 cmac_gs1_g14777
cmac_gs1_g14778.t1 cmac_gs1_g14778
cmac_gs1_g14779.t1 cmac_gs1_g14779
cmac_gs1_g14780.t1 cmac_gs1_g14780
cmac_gs1_g14781.t1 cmac_gs1_g14781
cmac_gs1_g14782.t1 cmac_gs1_g14782
cmac_gs1_g14783.t1 cmac_gs1_g14783
cmac_gs1_g14783.t2 cmac_gs1_g14783
cmac_gs1_g14784.t1 cmac_gs1_g14784
cmac_gs1_g14785.t1 cmac_gs1_g14785
cmac_gs1_g14786.t1 cmac_gs1_g14786
cmac_gs1_g14786.t2 cmac_gs1_g14786
cmac_gs1_g14787.t1 cmac_gs1_g14787
cmac_gs1_g14788.t1 cmac_gs1_g14788
cmac_gs1_g14789.t1 cmac_gs1_g14789
cmac_gs1_g14790.t1 cmac_gs1_g14790
cmac_gs1_g14791.t1 cmac_gs1_g14791
cmac_gs1_g14792.t1 cmac_gs1_g14792
cmac_gs1_g14793.t1 cmac_gs1_g14793
cmac_gs1_g14794.t1 cmac_gs1_g14794
cmac_gs1_g14795.t1 cmac_gs1_g14795
cmac_gs1_g14796.t1 cmac_gs1_g14796
cmac_gs1_g14797.t1 cmac_gs1_g14797
cmac_gs1_g14798.t1 cmac_gs1_g14798
cmac_gs1_g14799.t1 cmac_gs1_g14799
cmac_gs1_g14800.t1 cmac_gs1_g14800
cmac_gs1_g14801.t2 cmac_gs1_g14801
cmac_gs1_g14801.t1 cmac_gs1_g14801
cmac_gs1_g14801.t3 cmac_gs1_g14801
cmac_gs1_g14802.t1 cmac_gs1_g14802
cmac_gs1_g14803.t2 cmac_gs1_g14803
cmac_gs1_g14803.t1 cmac_gs1_g14803
cmac_gs1_g14804.t1 cmac_gs1_g14804
cmac_gs1_g14805.t1 cmac_gs1_g14805
cmac_gs1_g14806.t1 cmac_gs1_g14806
cmac_gs1_g14807.t1 cmac_gs1_g14807
cmac_gs1_g14808.t1 cmac_gs1_g14808
cmac_gs1_g14808.t2 cmac_gs1_g14808
cmac_gs1_g14809.t1 cmac_gs1_g14809
cmac_gs1_g14810.t1 cmac_gs1_g14810
cmac_gs1_g14811.t1 cmac_gs1_g14811
cmac_gs1_g14812.t1 cmac_gs1_g14812
cmac_gs1_g14813.t1 cmac_gs1_g14813
cmac_gs1_g14814.t1 cmac_gs1_g14814
cmac_gs1_g14815.t1 cmac_gs1_g14815
cmac_gs1_g14816.t1 cmac_gs1_g14816
cmac_gs1_g14817.t1 cmac_gs1_g14817
cmac_gs1_g14818.t1 cmac_gs1_g14818
cmac_gs1_g14819.t1 cmac_gs1_g14819
cmac_gs1_g14820.t1 cmac_gs1_g14820
cmac_gs1_g14821.t1 cmac_gs1_g14821
cmac_gs1_g14821.t2 cmac_gs1_g14821
cmac_gs1_g14822.t1 cmac_gs1_g14822
cmac_gs1_g14823.t1 cmac_gs1_g14823
cmac_gs1_g14824.t1 cmac_gs1_g14824
cmac_gs1_g14825.t1 cmac_gs1_g14825
cmac_gs1_g14826.t1 cmac_gs1_g14826
cmac_gs1_g14827.t1 cmac_gs1_g14827
cmac_gs1_g14828.t1 cmac_gs1_g14828
cmac_gs1_g14829.t1 cmac_gs1_g14829
cmac_gs1_g14830.t1 cmac_gs1_g14830
cmac_gs1_g14831.t1 cmac_gs1_g14831
cmac_gs1_g14832.t1 cmac_gs1_g14832
cmac_gs1_g14833.t1 cmac_gs1_g14833
cmac_gs1_g14833.t2 cmac_gs1_g14833
cmac_gs1_g14834.t1 cmac_gs1_g14834
cmac_gs1_g14834.t2 cmac_gs1_g14834
cmac_gs1_g14835.t1 cmac_gs1_g14835
cmac_gs1_g14835.t3 cmac_gs1_g14835
cmac_gs1_g14835.t2 cmac_gs1_g14835
cmac_gs1_g14836.t1 cmac_gs1_g14836
cmac_gs1_g14837.t1 cmac_gs1_g14837
cmac_gs1_g14838.t1 cmac_gs1_g14838
cmac_gs1_g14839.t2 cmac_gs1_g14839
cmac_gs1_g14839.t1 cmac_gs1_g14839
cmac_gs1_g14840.t1 cmac_gs1_g14840
cmac_gs1_g14841.t1 cmac_gs1_g14841
cmac_gs1_g14842.t1 cmac_gs1_g14842
cmac_gs1_g14843.t1 cmac_gs1_g14843
cmac_gs1_g14844.t1 cmac_gs1_g14844
cmac_gs1_g14845.t1 cmac_gs1_g14845
cmac_gs1_g14846.t1 cmac_gs1_g14846
cmac_gs1_g14847.t1 cmac_gs1_g14847
cmac_gs1_g14848.t2 cmac_gs1_g14848
cmac_gs1_g14848.t1 cmac_gs1_g14848
cmac_gs1_g14849.t1 cmac_gs1_g14849
cmac_gs1_g14850.t1 cmac_gs1_g14850
cmac_gs1_g14851.t1 cmac_gs1_g14851
cmac_gs1_g14852.t1 cmac_gs1_g14852
cmac_gs1_g14853.t1 cmac_gs1_g14853
cmac_gs1_g14854.t1 cmac_gs1_g14854
cmac_gs1_g14855.t1 cmac_gs1_g14855
cmac_gs1_g14856.t1 cmac_gs1_g14856
cmac_gs1_g14857.t1 cmac_gs1_g14857
cmac_gs1_g14858.t1 cmac_gs1_g14858
cmac_gs1_g14859.t1 cmac_gs1_g14859
cmac_gs1_g14860.t1 cmac_gs1_g14860
cmac_gs1_g14861.t1 cmac_gs1_g14861
cmac_gs1_g14862.t1 cmac_gs1_g14862
cmac_gs1_g14863.t1 cmac_gs1_g14863
cmac_gs1_g14864.t1 cmac_gs1_g14864
cmac_gs1_g14865.t1 cmac_gs1_g14865
cmac_gs1_g14866.t1 cmac_gs1_g14866
cmac_gs1_g14867.t1 cmac_gs1_g14867
cmac_gs1_g14868.t1 cmac_gs1_g14868
cmac_gs1_g14869.t1 cmac_gs1_g14869
cmac_gs1_g14870.t1 cmac_gs1_g14870
cmac_gs1_g14871.t1 cmac_gs1_g14871
cmac_gs1_g14872.t1 cmac_gs1_g14872
cmac_gs1_g14873.t1 cmac_gs1_g14873
cmac_gs1_g14874.t1 cmac_gs1_g14874
cmac_gs1_g14875.t1 cmac_gs1_g14875
cmac_gs1_g14876.t1 cmac_gs1_g14876
cmac_gs1_g14877.t1 cmac_gs1_g14877
cmac_gs1_g14878.t1 cmac_gs1_g14878
cmac_gs1_g14879.t1 cmac_gs1_g14879
cmac_gs1_g14880.t1 cmac_gs1_g14880
cmac_gs1_g14881.t2 cmac_gs1_g14881
cmac_gs1_g14881.t1 cmac_gs1_g14881
cmac_gs1_g14882.t1 cmac_gs1_g14882
cmac_gs1_g14883.t1 cmac_gs1_g14883
cmac_gs1_g14884.t1 cmac_gs1_g14884
cmac_gs1_g14885.t1 cmac_gs1_g14885
cmac_gs1_g14886.t1 cmac_gs1_g14886
cmac_gs1_g14886.t2 cmac_gs1_g14886
cmac_gs1_g14887.t1 cmac_gs1_g14887
cmac_gs1_g14888.t1 cmac_gs1_g14888
cmac_gs1_g14889.t1 cmac_gs1_g14889
cmac_gs1_g14890.t1 cmac_gs1_g14890
cmac_gs1_g14891.t2 cmac_gs1_g14891
cmac_gs1_g14891.t1 cmac_gs1_g14891
cmac_gs1_g14892.t1 cmac_gs1_g14892
cmac_gs1_g14893.t1 cmac_gs1_g14893
cmac_gs1_g14894.t1 cmac_gs1_g14894
cmac_gs1_g14895.t1 cmac_gs1_g14895
cmac_gs1_g14896.t1 cmac_gs1_g14896
cmac_gs1_g14897.t1 cmac_gs1_g14897
cmac_gs1_g14897.t2 cmac_gs1_g14897
cmac_gs1_g14898.t1 cmac_gs1_g14898
cmac_gs1_g14899.t1 cmac_gs1_g14899
cmac_gs1_g14900.t1 cmac_gs1_g14900
cmac_gs1_g14901.t1 cmac_gs1_g14901
cmac_gs1_g14902.t1 cmac_gs1_g14902
cmac_gs1_g14903.t1 cmac_gs1_g14903
cmac_gs1_g14904.t1 cmac_gs1_g14904
cmac_gs1_g14905.t1 cmac_gs1_g14905
cmac_gs1_g14906.t1 cmac_gs1_g14906
cmac_gs1_g14907.t1 cmac_gs1_g14907
cmac_gs1_g14908.t1 cmac_gs1_g14908
cmac_gs1_g14909.t1 cmac_gs1_g14909
cmac_gs1_g14910.t1 cmac_gs1_g14910
cmac_gs1_g14911.t2 cmac_gs1_g14911
cmac_gs1_g14911.t1 cmac_gs1_g14911
cmac_gs1_g14912.t1 cmac_gs1_g14912
cmac_gs1_g14913.t1 cmac_gs1_g14913
cmac_gs1_g14914.t1 cmac_gs1_g14914
cmac_gs1_g14915.t1 cmac_gs1_g14915
cmac_gs1_g14916.t1 cmac_gs1_g14916
cmac_gs1_g14917.t1 cmac_gs1_g14917
cmac_gs1_g14918.t2 cmac_gs1_g14918
cmac_gs1_g14918.t1 cmac_gs1_g14918
cmac_gs1_g14919.t1 cmac_gs1_g14919
cmac_gs1_g14920.t1 cmac_gs1_g14920
cmac_gs1_g14921.t1 cmac_gs1_g14921
cmac_gs1_g14922.t1 cmac_gs1_g14922
cmac_gs1_g14923.t2 cmac_gs1_g14923
cmac_gs1_g14923.t1 cmac_gs1_g14923
cmac_gs1_g14924.t1 cmac_gs1_g14924
cmac_gs1_g14925.t1 cmac_gs1_g14925
cmac_gs1_g14925.t2 cmac_gs1_g14925
cmac_gs1_g14926.t1 cmac_gs1_g14926
cmac_gs1_g14927.t1 cmac_gs1_g14927
cmac_gs1_g14928.t1 cmac_gs1_g14928
cmac_gs1_g14929.t1 cmac_gs1_g14929
cmac_gs1_g14930.t1 cmac_gs1_g14930
cmac_gs1_g14931.t1 cmac_gs1_g14931
cmac_gs1_g14932.t1 cmac_gs1_g14932
cmac_gs1_g14933.t1 cmac_gs1_g14933
cmac_gs1_g14934.t1 cmac_gs1_g14934
cmac_gs1_g14935.t1 cmac_gs1_g14935
cmac_gs1_g14936.t1 cmac_gs1_g14936
cmac_gs1_g14937.t1 cmac_gs1_g14937
cmac_gs1_g14938.t1 cmac_gs1_g14938
cmac_gs1_g14939.t1 cmac_gs1_g14939
cmac_gs1_g14940.t1 cmac_gs1_g14940
cmac_gs1_g14941.t1 cmac_gs1_g14941
